Title,Caption,Sentiment,Emotion,Desire,Inference Sequence
Fitness is an important part of their marriage,Shot of a senior couple out for a run in the park,positive,happiness,romance,D-S-E
Women sitting on sofa watching a movie,Women sitting on sofa watching a movie in a cozy loft apartment,neutral,neutral,none,S-E-D
Profile of a man shouting with all his might,Profile of a man shouting with all his might. Isolated on white.,negative,anger,none,S-E-D
The sunset seems closer at the beach,Rearview shot of a happy young couple standing by the water’s edge and looking at the view of the ocean,neutral,neutral,none,S-E-D
"Princess Elizabeth, later Queen Elizabeth II with her husband Phillip, Duke of Edinburgh, on their wedding day, 20th November 1947...","Princess Elizabeth, later Queen Elizabeth II with her husband Phillip, Duke of Edinburgh, on their wedding day, 20th November 1947.",positive,happiness,romance,S-D-E
Girl in the nature looking through magnifying glass,Girl in the nature looking through magnifying glass,positive,happiness,curiosity,S-D-E
Man Laughing With Father During Family BBQ,Man laughin and embracing with his father during a family barbecue.,positive,happiness,social-contact,D-E-S
Man on one knee proposing to girlfriend on a pier,Man kneeling down proposing to his lover on a pier next to the sea,positive,happiness,romance,D-S-E
"Woman speed walking, profile, against blue sky","Woman speed walking, profile, against blue sky",neutral,neutral,none,S-E-D
Meditation,Close up of a young woman meditating at home,neutral,neutral,none,D-S-E
Portrait of Senior Woman and Her Mixed Race Female Caregiver,"Portrait of Smiling Senior Woman and Her Mixed Race Female Caregiver Together at Nursing Home. Caring Female Doctor Taking Care of a Happy, Elderly Woman",positive,happiness,social-contact,D-S-E
Father and son cooking dinner at home,Single father with son baking at home and looking through the oven glass,positive,happiness,family,S-E-D
Young woman studying in her living room,"Young woman studying in her living room,sitting on the carpet",neutral,neutral,none,S-E-D
Happy schoolgirls writing a dictation on a class at school.,Happy Asian and African American elementary students writing in their notebooks while having a class at school. Their classmates are in the background.,positive,happiness,curiosity,D-S-E
Father Teaching Son Home Finances,Middle-aged man sits at his dining room table with his young son teaching him about home finances. He is working from home and telecommuting.,positive,happiness,family,D-S-E
Smiling woman typing on smart phone while sitting in dining room,Smiling woman typing on smart phone while sitting in dining room,neutral,neutral,none,S-E-D
Headshot of a Smiling Redhead,Close-up portrait of a young redhead woman dressed in a pink sparkly top standing in front of a pink background.,positive,happiness,none,S-E-D
Victim of domestic violence with threatening man in background,"Beautiful but desperate looking woman, bruised and with a black, eye gazes out at camera. Out of focus in the background, a sinister-looking man lurks, probably the perpetrator of the violence.",negative,sad,tranquility,S-E-D
Baby's first road trip,Photo of young father spending time with his son by taking him on a road trip in nature,positive,happiness,family,D-S-E
"Man with engagement ring proposing marriage to girlfriend in new house, they are kissing with smile","Man with engagement ring proposing marriage to girlfriend in new house, they are kissing with smile",positive,happiness,romance,D-S-E
Smiling couple ignoring friend,Smiling couple ignoring friend,negative,sad,romance,D-S-E
Businesswoman looking over architecture blueprints in office,Businesswoman looking over architecture blueprints in office,positive,happiness,none,S-E-D
Happy young Asian family experiencing agriculture in an organic farm. Mother teaching little daughter to learn to respect the Mother Nature,Happy young Asian family experiencing agriculture in an organic farm. Mother teaching little daughter to learn to respect the Mother Nature,positive,happiness,curiosity,D-S-E
Woman dancing to music on smartphone,Woman dancing to music on smartphone,positive,happiness,none,S-E-D
Couple Problems,Wife asking for forgiveness to her husband,negative,sad,romance,D-E-S
Portrait of a girl obsessed with gaming,Portrait of a young woman playing video games at home and having fun.,negative,anger,none,S-D-E
Mixed Race girls kneeling on rock looking at stream,Mixed Race girls kneeling on rock looking at stream,positive,happiness,curiosity,D-S-E
Portrait of a mother with her daughter of 12 years old with Autism and Down Syndrome in daily lives,"Portrait of mother with her daughter of 12 years old with Down Syndrome in daily lives. Due to their differing abilities, those children have always something in her hands for playing. Photo was taken in Quebec Canada.",neutral,neutral,family,D-S-E
Portrait of smiling family listening to toast during outdoor wedding reception,Portrait of smiling family listening to toast during outdoor wedding reception,neutral,neutral,family,D-S-E
Happy father carrying son in front of their home,Happy father carrying son in front of their home,positive,happiness,family,D-S-E
Big family,Milti generational family is posing on the sofa in their living room.,positive,happiness,social-contact,S-E-D
Child is very unhappy with having to eat vegetables.,Child is very unhappy with having to eat vegetables. There is a lot of vegetables on his plate. He hates vegetables.,negative,disgust,none,D-S-E
Mother reading to kids on couch,Mother reading to kids on couch,positive,happiness,family,S-E-D
Year old boy sleeping,Year old boy sleeping,neutral,neutral,none,S-E-D
Young woman relaxing with hands in the air by the pier and enjoying the beautiful sunset and warmth of sunlight,Young woman relaxing with hands in the air by the pier and enjoying the beautiful sunset and warmth of sunlight,positive,happiness,none,S-E-D
Boy hiding behind chair,View of head of blonde boy hiding behind chair,negative,fear,tranquility,S-E-D
Children reading book together,Children reading book together,positive,happiness,curiosity,E-S-D
Portrait of a smiling young blond smiling girl,"Standing teenage girl in denim skirt with arms crossed posing, isolated on blue wall background",positive,happiness,none,S-E-D
ACCIDENT ABOUT TO HAPPEN,ACCIDENT ABOUT TO HAPPEN,negative,fear,tranquility,D-S-E
Nervous senior woman peering through slats of blind suspiciously,Senior woman peeps through venetian blinds looking fearful and suspicious.,negative,fear,curiosity,D-S-E
She's a little under the weather,Cropped shot of an attractive young woman lying down on her bed and suffering from period pains at home,negative,sad,none,S-E-D
Elderly Woman in a Nursing Home,Portrait of an elderly woman sitting alone in a senior care facility,negative,sad,tranquility,S-E-D
Solo Hiker,"One young adult walking on Hadrian's Wall in Northumberland, UK countryside.",neutral,neutral,none,S-E-D
"Austria, Tyrol, happy couple having a break during a hiking trip in the mountains","Austria, Tyrol, happy couple having a break during a hiking trip in the mountains",positive,happiness,romance,D-S-E
Men arguing in sports bar,Group of men fighting in sports bar,negative,anger,vengeance,E-D-S
Jealous braidsmaid,Jealous braidsmaid,negative,anger,vengeance,E-S-D
Young Family using a Laptop during Breakfast,"Close up of a young family using a laptop in the morning , while the father is talking on the phone",positive,happiness,family,S-E-D
Lifestyle Technology,Group of happy young asian people with smartphone,positive,happiness,social-contact,S-E-D
Laughing friends looking at photos on smart phone at amusement park,Laughing friends looking at photos on smart phone at amusement park,positive,happiness,curiosity,D-E-S
An ethnic senior woman smiles while kayaking with her husband,Mixed race senior couple is kayaking down a river together. The image's focus is on the elderly woman smiling in the foreground. She is Pacific Islander and has graying hair. Her husband is seen in a kayak in the background. In the distance behind the couple you can see the shoreline and a bridge. The happy couple are wearing casual clothing. It is warm outside.,positive,happiness,none,S-E-D
Woman relaxing on floating,Woman relaxing on floating on water on tropical vacation.,neutral,neutral,none,D-S-E
Husband with bad breath,woman dislikes his husband with bad breath,negative,disgust,none,E-S-D
Blue Horizon with Girl Sighting the Nature and Freedom Stock,Vector Illustration os a beautiful horizontal Blue Horizon with Girl Sighting the Nature and Freedom,neutral,neutral,none,S-E-D
Asian chinese mid adult woman helping her father in the farm greenhouse,Asian chinese mid adult woman helping her father in the farm greenhouse,positive,happiness,family,D-S-E
Gentle Peoples,Smile of mother and daughters.,neutral,neutral,family,E-D-S
"Businesswoman jumping in air, screaming at mobile phones, low angle","Businesswoman jumping in air, screaming at mobile phones, low angle",negative,fear,tranquility,S-E-D
